2021-06-23 03:36:21,081 - Time to load model initially :4.479231119155884
2021-06-23 03:36:25,007 - Response_time :3.925431728363037
2021-06-23 03:36:25,008 - The severity index of the image is :88
2021-06-23 03:36:25,014 - Spreader RPM192
2021-06-23 03:36:26,279 - Response_time :1.2642099857330322
2021-06-23 03:36:26,279 - The severity index of the image is :72
2021-06-23 03:36:26,280 - Spreader RPM171
2021-06-23 03:36:27,525 - Response_time :1.2451286315917969
2021-06-23 03:36:27,526 - The severity index of the image is :19
2021-06-23 03:36:27,527 - Spreader RPM43
2021-06-23 03:36:28,781 - Response_time :1.2527525424957275
2021-06-23 03:36:28,781 - The severity index of the image is :23
2021-06-23 03:36:28,782 - Spreader RPM64
2021-06-23 03:36:30,038 - Response_time :1.2564384937286377
2021-06-23 03:36:30,039 - The severity index of the image is :70
2021-06-23 03:36:30,046 - Spreader RPM149
2021-06-23 03:36:31,298 - Response_time :1.2514677047729492
2021-06-23 03:36:31,298 - The severity index of the image is :71
2021-06-23 03:36:31,299 - Spreader RPM171
2021-06-23 03:36:32,548 - Response_time :1.248685359954834
2021-06-23 03:36:32,549 - The severity index of the image is :29
2021-06-23 03:36:32,549 - Spreader RPM64
2021-06-23 03:36:33,798 - Response_time :1.2487788200378418
2021-06-23 03:36:33,799 - The severity index of the image is :80
2021-06-23 03:36:33,799 - Spreader RPM171
2021-06-23 03:36:35,052 - Response_time :1.2525715827941895
2021-06-23 03:36:35,053 - The severity index of the image is :100
2021-06-23 03:36:35,053 - Spreader RPM214
2021-06-23 03:36:36,305 - Response_time :1.2510769367218018
2021-06-23 03:36:36,305 - The severity index of the image is :0
2021-06-23 03:36:36,306 - Spreader RPM28
2021-06-23 03:36:37,554 - Response_time :1.2474987506866455
2021-06-23 03:36:37,555 - The severity index of the image is :69
2021-06-23 03:36:37,555 - Spreader RPM149
2021-06-23 03:36:38,801 - Response_time :1.244950771331787
2021-06-23 03:36:38,802 - The severity index of the image is :19
2021-06-23 03:36:38,802 - Spreader RPM43
2021-06-23 03:36:40,053 - Response_time :1.251150131225586
2021-06-23 03:36:40,054 - The severity index of the image is :40
2021-06-23 03:36:40,055 - Spreader RPM85
2021-06-23 03:36:41,311 - Response_time :1.2550759315490723
2021-06-23 03:36:41,313 - The severity index of the image is :6
2021-06-23 03:36:41,313 - Spreader RPM28
2021-06-23 03:36:42,563 - Response_time :1.2498927116394043
2021-06-23 03:36:42,564 - The severity index of the image is :89
2021-06-23 03:36:42,565 - Spreader RPM192
2021-06-23 03:36:43,813 - Response_time :1.2484674453735352
2021-06-23 03:36:43,814 - The severity index of the image is :42
2021-06-23 03:36:43,815 - Spreader RPM107
2021-06-23 03:36:45,063 - Response_time :1.2471821308135986
2021-06-23 03:36:45,063 - The severity index of the image is :45
2021-06-23 03:36:45,069 - Spreader RPM107
2021-06-23 03:36:46,321 - Response_time :1.2515337467193604
2021-06-23 03:36:46,322 - The severity index of the image is :59
2021-06-23 03:36:46,322 - Spreader RPM128
2021-06-23 03:36:47,577 - Response_time :1.2541112899780273
2021-06-23 03:36:47,577 - The severity index of the image is :91
2021-06-23 03:36:47,578 - Spreader RPM214
2021-06-23 03:36:48,828 - Response_time :1.250229835510254
2021-06-23 03:36:48,829 - The severity index of the image is :79
2021-06-23 03:36:48,830 - Spreader RPM171
2021-06-23 03:36:50,080 - Response_time :1.249645471572876
2021-06-23 03:36:50,081 - The severity index of the image is :64
2021-06-23 03:36:50,087 - Spreader RPM149
2021-06-23 03:36:51,337 - Response_time :1.2494451999664307
2021-06-23 03:36:51,337 - The severity index of the image is :52
2021-06-23 03:36:51,338 - Spreader RPM128
2021-06-23 03:36:52,593 - Response_time :1.2552330493927002
2021-06-23 03:36:52,594 - The severity index of the image is :95
2021-06-23 03:36:52,595 - Spreader RPM214
2021-06-23 03:36:53,851 - Response_time :1.2552821636199951
2021-06-23 03:36:53,852 - The severity index of the image is :63
2021-06-23 03:36:53,852 - Spreader RPM149
2021-06-23 03:36:55,105 - Response_time :1.251784324645996
2021-06-23 03:36:55,105 - The severity index of the image is :27
2021-06-23 03:36:55,106 - Spreader RPM64
2021-06-23 03:36:56,350 - Response_time :1.2440600395202637
2021-06-23 03:36:56,351 - The severity index of the image is :41
2021-06-23 03:36:56,352 - Spreader RPM107
2021-06-23 03:36:57,602 - Response_time :1.2497003078460693
2021-06-23 03:36:57,602 - The severity index of the image is :64
2021-06-23 03:36:57,603 - Spreader RPM149
2021-06-23 03:36:58,858 - Response_time :1.2546772956848145
2021-06-23 03:36:58,858 - The severity index of the image is :44
2021-06-23 03:36:58,859 - Spreader RPM107
2021-06-23 03:37:00,117 - Response_time :1.2579729557037354
2021-06-23 03:37:00,118 - The severity index of the image is :27
2021-06-23 03:37:00,118 - Spreader RPM64
2021-06-23 03:37:01,368 - Response_time :1.2487521171569824
2021-06-23 03:37:01,369 - The severity index of the image is :89
2021-06-23 03:37:01,369 - Spreader RPM192
2021-06-23 03:37:02,617 - Response_time :1.2476189136505127
2021-06-23 03:37:02,618 - The severity index of the image is :46
2021-06-23 03:37:02,619 - Spreader RPM107
