2021-06-22 21:12:55,841 - Number of images sent1
2021-06-22 21:12:57,225 - The Prediction Value received214.0
2021-06-22 21:12:57,226 - Cycle response time is :1.654
2021-06-22 21:12:57,341 - Number of images sent2
2021-06-22 21:12:59,153 - The Prediction Value received214.0
2021-06-22 21:12:59,157 - Cycle response time is :1.921
2021-06-22 21:12:59,273 - Number of images sent3
2021-06-22 21:13:01,787 - The Prediction Value received214.0
2021-06-22 21:13:01,789 - Cycle response time is :2.623
2021-06-22 21:13:01,910 - Number of images sent4
2021-06-22 21:13:03,702 - The Prediction Value received214.0
2021-06-22 21:13:03,705 - Cycle response time is :1.901
2021-06-22 21:13:03,821 - Number of images sent5
2021-06-22 21:13:08,892 - The Prediction Value received214.0
2021-06-22 21:13:08,894 - Cycle response time is :5.178
2021-06-22 21:13:09,059 - Number of images sent6
