time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU,MTS FG,MTS BG,RAM,EMC,SWAP,APE,NVENC,NVDEC,NVJPG,fan,Temp AO,Temp AUX,Temp CPU,Temp GPU,Temp thermal,power cur,power avg
2021-06-22 21:09:51.396387,0:04:53.520000,OFF,MODE_15W_6CORE,16,7,11,18,7,9,0,0,0,1276720,1276720,0,150,OFF,OFF,OFF,0.0,29.0,30.0,31.0,30.0,30.1,2416,2511
2021-06-22 21:09:51.930205,0:04:54.060000,OFF,MODE_15W_6CORE,9,7,16,9,15,9,0,0,0,1275412,1275412,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,30.0,30.1,2252,2507
2021-06-22 21:09:52.467493,0:04:54.600000,OFF,MODE_15W_6CORE,29,18,20,14,9,18,0,0,0,1275208,1275208,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,29.5,30.1,2498,2507
2021-06-22 21:09:53.002571,0:04:55.130000,OFF,MODE_15W_6CORE,28,16,12,16,13,16,0,0,0,1276372,1276372,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,30.0,30.1,2662,2509
2021-06-22 21:09:53.564311,0:04:55.690000,OFF,MODE_15W_6CORE,16,12,14,7,11,15,0,0,0,1276816,1276816,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,30.0,30.1,2539,2510
2021-06-22 21:09:54.069072,0:04:56.200000,OFF,MODE_15W_6CORE,11,13,12,15,19,8,0,0,0,1276528,1276528,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,30.0,30.25,2416,2508
2021-06-22 21:09:54.599752,0:04:56.730000,OFF,MODE_15W_6CORE,15,21,17,15,11,13,0,0,0,1276444,1276444,0,150,OFF,OFF,OFF,0.0,29.0,30.0,31.0,30.0,30.25,2416,2507
2021-06-22 21:09:55.136387,0:04:57.260000,OFF,MODE_15W_6CORE,16,20,15,18,20,15,0,0,0,1277068,1277068,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,30.0,30.1,2703,2510
2021-06-22 21:09:55.679250,0:04:57.810000,OFF,MODE_15W_6CORE,7,5,7,12,11,18,0,0,0,1277328,1277328,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,30.0,30.1,2498,2510
2021-06-22 21:09:56.223873,0:04:58.350000,OFF,MODE_15W_6CORE,14,11,17,11,11,7,0,0,0,1276852,1276852,0,150,OFF,OFF,OFF,0.0,29.5,29.5,31.0,30.0,29.95,2334,2507
