2021-06-22 21:22:32,246 - Number of images sent1
2021-06-22 21:22:34,314 - The Prediction Value received214.0
2021-06-22 21:22:34,315 - Cycle response time is :2.542
2021-06-22 21:22:34,425 - Number of images sent2
2021-06-22 21:22:36,393 - The Prediction Value received214.0
2021-06-22 21:22:36,396 - Cycle response time is :2.074
2021-06-22 21:22:36,513 - Number of images sent3
2021-06-22 21:22:38,309 - The Prediction Value received214.0
2021-06-22 21:22:38,311 - Cycle response time is :1.905
2021-06-22 21:22:38,421 - Number of images sent4
2021-06-22 21:22:41,352 - The Prediction Value received214.0
2021-06-22 21:22:41,355 - Cycle response time is :3.036
2021-06-22 21:22:41,570 - Number of images sent5
2021-06-22 21:22:42,974 - The Prediction Value received214.0
2021-06-22 21:22:42,976 - Cycle response time is :1.513
2021-06-22 21:22:43,089 - Number of images sent6
2021-06-22 21:22:50,262 - The Prediction Value received214.0
2021-06-22 21:22:50,265 - Cycle response time is :7.281
2021-06-22 21:22:50,374 - Number of images sent7
2021-06-22 21:22:51,929 - The Prediction Value received214.0
2021-06-22 21:22:51,932 - Cycle response time is :1.662
2021-06-22 21:22:52,058 - Number of images sent8
2021-06-22 21:22:53,353 - The Prediction Value received214.0
2021-06-22 21:22:53,353 - Cycle response time is :1.4
2021-06-22 21:22:53,475 - Number of images sent9
2021-06-22 21:22:55,332 - The Prediction Value received214.0
2021-06-22 21:22:55,335 - Cycle response time is :1.962
2021-06-22 21:22:55,471 - Number of images sent10
2021-06-22 21:22:57,082 - The Prediction Value received214.0
2021-06-22 21:22:57,084 - Cycle response time is :1.715
2021-06-22 21:22:57,256 - Number of images sent11
2021-06-22 21:22:58,800 - The Prediction Value received214.0
2021-06-22 21:22:58,801 - Cycle response time is :1.651
2021-06-22 21:22:58,918 - Number of images sent12
2021-06-22 21:23:00,736 - The Prediction Value received214.0
2021-06-22 21:23:00,736 - Cycle response time is :1.924
2021-06-22 21:23:00,848 - Number of images sent13
2021-06-22 21:23:02,518 - The Prediction Value received214.0
2021-06-22 21:23:02,518 - Cycle response time is :1.777
2021-06-22 21:23:02,638 - Number of images sent14
2021-06-22 21:23:04,013 - The Prediction Value received214.0
2021-06-22 21:23:04,015 - Cycle response time is :1.48
2021-06-22 21:23:04,125 - Number of images sent15
2021-06-22 21:23:05,488 - The Prediction Value received214.0
2021-06-22 21:23:05,490 - Cycle response time is :1.47
2021-06-22 21:23:05,599 - Number of images sent16
2021-06-22 21:23:07,365 - The Prediction Value received214.0
2021-06-22 21:23:07,368 - Cycle response time is :1.873
2021-06-22 21:23:07,508 - Number of images sent17
2021-06-22 21:23:08,872 - The Prediction Value received214.0
2021-06-22 21:23:08,875 - Cycle response time is :1.468
2021-06-22 21:23:08,983 - Number of images sent18
2021-06-22 21:23:10,567 - The Prediction Value received214.0
2021-06-22 21:23:10,569 - Cycle response time is :1.688
2021-06-22 21:23:10,681 - Number of images sent19
2021-06-22 21:23:12,345 - The Prediction Value received214.0
2021-06-22 21:23:12,345 - Cycle response time is :1.77
2021-06-22 21:23:12,472 - Number of images sent20
2021-06-22 21:23:14,162 - The Prediction Value received214.0
2021-06-22 21:23:14,163 - Cycle response time is :1.797
2021-06-22 21:23:14,275 - Number of images sent21
2021-06-22 21:23:15,327 - The Prediction Value received214.0
2021-06-22 21:23:15,328 - Cycle response time is :1.162
2021-06-22 21:23:15,436 - Number of images sent22
2021-06-22 21:23:16,383 - The Prediction Value received214.0
2021-06-22 21:23:16,385 - Cycle response time is :1.052
2021-06-22 21:23:16,492 - Number of images sent23
2021-06-22 21:23:17,547 - The Prediction Value received214.0
2021-06-22 21:23:17,551 - Cycle response time is :1.161
2021-06-22 21:23:17,667 - Number of images sent24
2021-06-22 21:23:18,732 - The Prediction Value received214.0
2021-06-22 21:23:18,733 - Cycle response time is :1.168
2021-06-22 21:23:18,859 - Number of images sent25
2021-06-22 21:23:19,873 - The Prediction Value received214.0
2021-06-22 21:23:19,873 - Cycle response time is :1.121
2021-06-22 21:23:19,983 - Number of images sent26
2021-06-22 21:23:20,844 - The Prediction Value received214.0
2021-06-22 21:23:20,847 - Cycle response time is :0.97
2021-06-22 21:23:20,956 - Number of images sent27
2021-06-22 21:23:21,897 - The Prediction Value received214.0
2021-06-22 21:23:21,898 - Cycle response time is :1.045
2021-06-22 21:23:22,006 - Number of images sent28
2021-06-22 21:23:22,960 - The Prediction Value received214.0
2021-06-22 21:23:22,964 - Cycle response time is :1.06
2021-06-22 21:23:23,086 - Number of images sent29
2021-06-22 21:23:24,098 - The Prediction Value received214.0
2021-06-22 21:23:24,099 - Cycle response time is :1.116
2021-06-22 21:23:24,209 - Number of images sent30
2021-06-22 21:23:25,161 - The Prediction Value received214.0
2021-06-22 21:23:25,164 - Cycle response time is :1.061
