2021-06-22 21:13:32,902 - Number of images sent1
2021-06-22 21:13:34,052 - The Prediction Value received214.0
2021-06-22 21:13:34,054 - Cycle response time is :1.307
2021-06-22 21:13:34,161 - Number of images sent2
2021-06-22 21:13:35,517 - The Prediction Value received214.0
2021-06-22 21:13:35,517 - Cycle response time is :1.459
2021-06-22 21:13:35,625 - Number of images sent3
2021-06-22 21:13:38,606 - The Prediction Value received214.0
2021-06-22 21:13:38,612 - Cycle response time is :3.09
2021-06-22 21:13:38,789 - Number of images sent4
2021-06-22 21:13:40,612 - The Prediction Value received214.0
2021-06-22 21:13:40,616 - Cycle response time is :1.931
2021-06-22 21:13:40,728 - Number of images sent5
2021-06-22 21:13:42,340 - The Prediction Value received214.0
2021-06-22 21:13:42,342 - Cycle response time is :1.721
2021-06-22 21:13:42,490 - Number of images sent6
2021-06-22 21:13:44,212 - The Prediction Value received214.0
2021-06-22 21:13:44,213 - Cycle response time is :1.826
2021-06-22 21:13:44,326 - Number of images sent7
2021-06-22 21:13:45,704 - The Prediction Value received214.0
2021-06-22 21:13:45,708 - Cycle response time is :1.486
2021-06-22 21:13:45,869 - Number of images sent8
2021-06-22 21:13:47,058 - The Prediction Value received214.0
2021-06-22 21:13:47,060 - Cycle response time is :1.296
2021-06-22 21:13:47,168 - Number of images sent9
2021-06-22 21:13:48,604 - The Prediction Value received214.0
2021-06-22 21:13:48,606 - Cycle response time is :1.542
2021-06-22 21:13:48,728 - Number of images sent10
2021-06-22 21:13:50,926 - The Prediction Value received214.0
2021-06-22 21:13:50,926 - Cycle response time is :2.303
2021-06-22 21:13:51,048 - Number of images sent11
2021-06-22 21:13:53,613 - The Prediction Value received214.0
2021-06-22 21:13:53,615 - Cycle response time is :2.67
2021-06-22 21:13:53,724 - Number of images sent12
2021-06-22 21:13:56,991 - The Prediction Value received214.0
2021-06-22 21:13:56,993 - Cycle response time is :3.371
2021-06-22 21:13:57,105 - Number of images sent13
2021-06-22 21:13:58,476 - The Prediction Value received214.0
2021-06-22 21:13:58,478 - Cycle response time is :1.48
2021-06-22 21:13:58,656 - Number of images sent14
2021-06-22 21:13:59,909 - The Prediction Value received214.0
2021-06-22 21:13:59,912 - Cycle response time is :1.358
2021-06-22 21:14:00,049 - Number of images sent15
2021-06-22 21:14:01,325 - The Prediction Value received214.0
2021-06-22 21:14:01,327 - Cycle response time is :1.38
2021-06-22 21:14:01,438 - Number of images sent16
2021-06-22 21:14:02,835 - The Prediction Value received214.0
2021-06-22 21:14:02,839 - Cycle response time is :1.505
2021-06-22 21:14:03,023 - Number of images sent17
2021-06-22 21:14:04,197 - The Prediction Value received214.0
2021-06-22 21:14:04,200 - Cycle response time is :1.283
2021-06-22 21:14:04,310 - Number of images sent18
2021-06-22 21:14:06,388 - The Prediction Value received214.0
2021-06-22 21:14:06,389 - Cycle response time is :2.185
2021-06-22 21:14:06,502 - Number of images sent19
2021-06-22 21:14:08,196 - The Prediction Value received214.0
2021-06-22 21:14:08,198 - Cycle response time is :1.8
2021-06-22 21:14:08,458 - Number of images sent20
2021-06-22 21:14:10,094 - The Prediction Value received214.0
2021-06-22 21:14:10,094 - Cycle response time is :1.798
2021-06-22 21:14:10,208 - Number of images sent21
2021-06-22 21:14:11,822 - The Prediction Value received214.0
2021-06-22 21:14:11,824 - Cycle response time is :1.723
2021-06-22 21:14:12,068 - Number of images sent22
2021-06-22 21:14:13,064 - The Prediction Value received214.0
2021-06-22 21:14:13,065 - Cycle response time is :1.1
2021-06-22 21:14:13,175 - Number of images sent23
2021-06-22 21:14:14,545 - The Prediction Value received214.0
2021-06-22 21:14:14,548 - Cycle response time is :1.477
2021-06-22 21:14:14,658 - Number of images sent24
2021-06-22 21:14:30,776 - The Prediction Value received214.0
2021-06-22 21:14:30,778 - Cycle response time is :16.226
2021-06-22 21:14:30,889 - Number of images sent25
2021-06-22 21:14:32,054 - The Prediction Value received214.0
2021-06-22 21:14:32,056 - Cycle response time is :1.27
2021-06-22 21:14:32,165 - Number of images sent26
2021-06-22 21:14:33,138 - The Prediction Value received214.0
2021-06-22 21:14:33,139 - Cycle response time is :1.075
2021-06-22 21:14:33,246 - Number of images sent27
2021-06-22 21:14:34,116 - The Prediction Value received214.0
2021-06-22 21:14:34,119 - Cycle response time is :0.974
2021-06-22 21:14:34,230 - Number of images sent28
2021-06-22 21:14:35,306 - The Prediction Value received214.0
2021-06-22 21:14:35,309 - Cycle response time is :1.183
2021-06-22 21:14:35,462 - Number of images sent29
2021-06-22 21:14:37,147 - The Prediction Value received214.0
2021-06-22 21:14:37,148 - Cycle response time is :1.791
2021-06-22 21:14:37,260 - Number of images sent30
2021-06-22 21:14:38,314 - The Prediction Value received214.0
2021-06-22 21:14:38,316 - Cycle response time is :1.162
