2021-06-22 21:24:12,225 - Number of images sent1
2021-06-22 21:24:13,059 - The Prediction Value received214.0
2021-06-22 21:24:13,060 - Cycle response time is :0.984
2021-06-22 21:24:13,173 - Number of images sent2
2021-06-22 21:24:14,042 - The Prediction Value received214.0
2021-06-22 21:24:14,044 - Cycle response time is :0.978
2021-06-22 21:24:14,190 - Number of images sent3
2021-06-22 21:24:14,992 - The Prediction Value received214.0
2021-06-22 21:24:14,994 - Cycle response time is :0.906
2021-06-22 21:24:15,103 - Number of images sent4
2021-06-22 21:24:15,934 - The Prediction Value received214.0
2021-06-22 21:24:15,934 - Cycle response time is :0.936
2021-06-22 21:24:16,046 - Number of images sent5
2021-06-22 21:24:16,752 - The Prediction Value received214.0
2021-06-22 21:24:16,752 - Cycle response time is :0.814
2021-06-22 21:24:16,864 - Number of images sent6
2021-06-22 21:24:17,719 - The Prediction Value received214.0
2021-06-22 21:24:17,722 - Cycle response time is :0.965
2021-06-22 21:24:17,832 - Number of images sent7
2021-06-22 21:24:22,292 - The Prediction Value received214.0
2021-06-22 21:24:22,292 - Cycle response time is :4.565
2021-06-22 21:24:22,401 - Number of images sent8
2021-06-22 21:24:23,201 - The Prediction Value received214.0
2021-06-22 21:24:23,203 - Cycle response time is :0.906
2021-06-22 21:24:23,314 - Number of images sent9
2021-06-22 21:24:30,689 - Number of images sent1
2021-06-22 21:24:31,377 - The Prediction Value received214.0
2021-06-22 21:24:31,380 - Cycle response time is :0.973
2021-06-22 21:24:31,492 - Number of images sent2
2021-06-22 21:24:32,506 - The Prediction Value received214.0
2021-06-22 21:24:32,508 - Cycle response time is :1.123
2021-06-22 21:24:32,618 - Number of images sent3
2021-06-22 21:24:33,484 - The Prediction Value received214.0
2021-06-22 21:24:33,486 - Cycle response time is :0.972
2021-06-22 21:24:33,649 - Number of images sent4
2021-06-22 21:24:34,533 - The Prediction Value received214.0
2021-06-22 21:24:34,533 - Cycle response time is :0.988
2021-06-22 21:24:34,642 - Number of images sent5
2021-06-22 21:24:35,386 - The Prediction Value received214.0
2021-06-22 21:24:35,389 - Cycle response time is :0.851
2021-06-22 21:24:35,498 - Number of images sent6
2021-06-22 21:24:36,403 - The Prediction Value received214.0
2021-06-22 21:24:36,405 - Cycle response time is :1.012
2021-06-22 21:24:36,529 - Number of images sent7
2021-06-22 21:24:37,395 - The Prediction Value received214.0
2021-06-22 21:24:37,399 - Cycle response time is :0.976
2021-06-22 21:24:37,508 - Number of images sent8
2021-06-22 21:24:38,337 - The Prediction Value received214.0
2021-06-22 21:24:38,337 - Cycle response time is :0.933
2021-06-22 21:24:38,446 - Number of images sent9
2021-06-22 21:24:39,356 - The Prediction Value received214.0
2021-06-22 21:24:39,358 - Cycle response time is :1.016
2021-06-22 21:24:39,468 - Number of images sent10
2021-06-22 21:24:48,445 - Number of images sent1
2021-06-22 21:24:49,344 - The Prediction Value received214.0
2021-06-22 21:24:49,346 - Cycle response time is :1.11
2021-06-22 21:24:49,457 - Number of images sent2
2021-06-22 21:24:50,313 - The Prediction Value received214.0
2021-06-22 21:24:50,315 - Cycle response time is :0.963
2021-06-22 21:24:50,458 - Number of images sent3
